"kode_urusan","kode_bidang","kode_program","kode_kegiatan","kode_sub_kegiatan","nomenklatur","kinerja","indikator","satuan"
"2","10","7.0","4.09","","Penyelesaian tanah adat dalam kawasan hutan dan bekas tanah hak pada 1 (satu) daerah kabupaten/kota","","",""
"2","10","7.0","4.09","1.0","Inventarisasi masalah tanah adat dalam kawasan hutan dan bekas tanah hak dalam 1 (satu) daerah kabupaten/kota","Tersedianya data inventarisasi masalah tanah adat dalam kawasan hutan dan bekas hak dalam 1 (satu) daerah kabupaten/kota.","Laporan inventarisasi data masalah tanah adat dalam kawasan hutan dan bekas hak dalam 1(satu) daerah kabupaten/kota.","Laporan"
"2","10","7.0","4.09","2.0","Fasilitasi dan Mediasi Penyelesaian masalah tanah adat dalam kawasan hutan dan bekas tanah hak dalam 1 (satu) daerah kabupaten/kota","Terlaksananya Fasilitasi dan Mediasi masalah tanah adat dalam kawasan hutan dan bekas hak dalam 1 (satu) daerah kabupaten/kota","Jumlah Berita Acara Mediasi sMediasi masalah tanah adat dalam kawasan hutan dan bekas hak dalam 1 (satu) daerah kabupaten/kota","Berita Acara"
"2","10","7.0","4.1","","Inventarisasi dan Identifikasi Pengelolaan dan Pemanfaatan tanah adat lintas daerah kabupaten/Kota","","",""
"2","10","7.0","4.1","1.0","Inventarisasi dan identifikasi pengelolaan tanah adat di wilayah provinsi","Terlaksananya Inventarisasi dan identifikasi pengelolaan tanah adat di wilayah provinsi","Laporan inventarisasi dan identifikasi pengelolaan tanah adat di wilayah provinsi","Laporan"
"2","10","7.0","4.1","2.0","Pemanfaatan tanah adat lintas daerah kabupaten/kota","Terlaksananya Pemanfaatan tanah adat lintas daerah kabupaten/kota","Laporan pemanfaatan tanah adat lintas kabupaten/kota","Laporan"
"2","10","7.0","4.12","","Inventarisasi dan identifikasi, pemetaan dan registrasi/pendaftaran tanah adat/ulayat di Kabupaten/Kota","","",""
"2","10","7.0","4.12","1.0","Inventarisasi dan identifikasi tanah adat/ulayat di di Kabupaten/Kota","Terlaksananya Inventarisasi dan Identifikasi tanah adat/ulayat di Kabupaten/Kota","Data ttanah adat/ulayat di Kabupaten/Kota Yang di Inventarisasi dan Identifikasi","Laporan"
"2","10","7.0","4.12","2.0","Pemetaan dan Registrasi/ pendaftaran tanah adat/ulayat di Kabupaten/Kota","Terlaksananya Pemetaan dan Registrasi/ pendaftaran tanah adat/ulayat di Kabupaten/Kota","Data tanah adat/ulayat di Kabupaten/Kota yang dilakukan Pemetaan dan Registrasi/Pendaftaran","Laporan"
"2","10","8.0","","","PROGRAM PENGELOLAAN TANAH KOSONG","","",""
"2","10","8.0","2.01","","Penyelesaian Masalah Tanah Kosong","","",""
"2","10","8.0","2.01","1.0","Koordinasi dan Sinkronisasi Penyelesaian Tanah Kosong di dalam 1 (satu) Daerah Kabupaten/Kota","Terlaksananya Kegiatan Koordinasi dan Sinkronisasi Penyelesaian Tanah Kosong di dalam 1 (Satu) Daerah Kabupaten/Kota","Jumlah Laporan Koordinasi dalam rangka Penyelesaian Tanah Kosong","Laporan"
"2","10","8.0","2.02","","Inventarisasi dan Pemanfaatan Tanah Kosong","","",""
"2","10","8.0","2.02","1.0","Pelaksanaan Inventarisasi Tanah Kosong","Terlaksananya Inventarisasi Tanah Kosong dalam 1 (Satu) Kabupaten/Kota","Jumlah Laporan Tanah Kosong dalam 1 (Satu) Kabupaten/Kota yang Diinventarisasi.","Laporan"
"2","10","8.0","2.02","2.0","Pemanfaatan Tanah Kosong","Terlaksanannya Pemanfaatan Tanah Kosong","Jumlah Dokumen Pemanfaatan Tanah Kosong","Dokumen"
"2","10","8.0","2.02","3.0","Koordinasi Pemanfaatan Tanah Kosong","Terlaksananya koordinasi pemanfataan Tanah Kosong dalam 1 (satu) Kabupaten/Kota","Jumlah Berita Acara koordinasi dalam rangka pemanfataan tanah kosong dalam 1 (satu) Kabupaten/Kota","Berita Acara"
"2","10","9.0","","","PROGRAM PENGELOLAAN IZIN MEMBUKA TANAH","","",""
"2","10","9.0","2.01","","Penerbitan Izin Membuka Tanah","","",""
"2","10","9.0","2.01","1.0","Koordinasi dan Sinkronisasi Pemberian Izin Membuka Tanah","Terlaksananya Kegiatan Koordinasi dan Sinkronisasi dalam rangka Pemberian Izin Membuka Tanah","Jumlah Dokumen Kegiatan Koordinasi dan Sinkronisasi dalam rangka Pemberian Izin Membuka Tanah","Dokumen"
"2","10","10.0","","","PROGRAM PENATAGUNAAN TANAH","","",""
"2","10","10.0","2.01","","Penggunaan Tanah yang Hamparannya dalam satu Daerah Kabupaten/Kota","","",""
"2","10","10.0","2.01","1.0","Koordinasi dan Sinkronisasi Perencanaan Penggunaan Tanah","Terlaksananya Kegiatan Koordinasi dan Sinkronisasi Perencanaan Penggunaan Tanah dalam 1 (Satu) Kabupaten/Kota","Jumlah Laporan Koordinasi dan Sinkronisasi Perencanaan Penggunaan Tanah dalam 1 (Satu) Kabupaten/Kota","Laporan"
"2","10","10.0","2.01","2.0","Koordinasi Pemetaan Zona Nilai Tanah Kewenangan Kabupaten/Kota","Terlaksananya Koordinasi dan Sinkronisasi Pemetaan Zona Nilai Tanah Kewenangan Kabupaten/Kota","Jumlah Dokumen Koordinasi dan Sinkronisasi untuk Menetapkan Zona Nilai Tanah sebagai Dasar Pelayanan Informasi Nilai Tanah dan Pelayanan Pertanahan Lainnya","Dokumen"
"2","10","10.0","2.01","3.0","Koordinasi dan Sinkronisasi Pelaksanaan Konsolidasi Tanah Kabupaten/Kota","Terlaksananya Koordinasi dan Sinkronisasi Pelaksanaan Konsolidasi Tanah Kewenangan Kabupaten/Kota","Jumlah Dokumen Koordinasi dan Sinkronisasi Pelaksanaan Konsolidasi Tanah Kewenangan Kabupaten/Kota","Dokumen"
"2","10","10.0","2.01","4.0","Koordinasi dan sinkronisasi kegiatan Penyelenggaraan Konsolidasi Tanah yang menjadi Kewenangan Kabupaten/Kota","Terlaksananya tahapan Penyelenggaraan Konsolidasi Tanah yang menjadi kewenangan Kabupaten/Kota (KT skala kecil)","Jumlah Dokumen Koordinasi dan Sinkronisasi Penyelenggaraan Konsolidasi Tanah yang menjadi kewenangan Pemerintah Kabupaten/Kota","Dokumen"
"2","10","10.0","2.01","5.0","Koordinasi dalam rangka Penegasan Status Tanah Timbul","Terlaksananya koordinasi dalam rangka penegasan status tanah timbul dalam 1 (satu) Kabupaten/Kota.","Jumlah Dokumen Kegiatan Koordinasi dalam rangka penegasan status tanah timbul","Dokumen"
"2","10","10.0","2.01","6.0","Inventarisasi dalam rangka Penataan Lokasi Pelaku Usaha UMK","Terlaksananya inventarisasi lokasi pelaku usaha UMK dan analisis dalam rangka pembentukan lembaga dan pengaturan kelembagaan yang terkait dengan jenis usaha pelaku usaha sebagai satu kesatuan sistem untuk kepentingan masyarakat secara adil pada dalam 1 (satu) Kabupaten/Kota","Jumlah Dokumen Kegiatan Inventarisasi lokasi pelaku usaha UMK","Dokumen"
"2","10","10.0","3.01","","Perencanaan Penggunaan Tanah yang Hamparannya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi","","",""
"2","10","10.0","3.01","4.0","Perencanaan penggunaan tanah Land-Use Planning) tindak lanjut rencana tata ruang di Kabupaten/Kota","Tersedianya Perencanaan penggunaan tanah Land-Use Planning) tindak lanjut rencana tata ruang di Kabupaten/Kota","Jumlah Dokumen Perencanaan penggunaan tanah Land-Use Planning) tindak lanjut rencana tata ruang di Kabupaten/Kota Yang Disediakan","Dokumen"
"2","10","10.0","4.01","","Perencanaan Penggunaan Tanah yang Hamparannya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi","","",""
"2","10","10.0","4.01","4.0","Perencanaan penggunaan tanah Land-Use Planning) tindak lanjut rencana tata ruang di Kabupaten/Kota","Tersedianya Perencanaan penggunaan tanah Land-Use Planning) tindak lanjut rencana tata ruang di Kabupaten/Kota","Jumlah Dokumen Perencanaan penggunaan tanah Land-Use Planning) tindak lanjut rencana tata ruang di Kabupaten/Kota Yang Disediakan","Dokumen"
"2","10","10.0","7.02","","Koordinasi Perencanaan Penggunaan dan Pemanfaatan Tanah Pasca Reklamasi","","",""
"2","10","10.0","7.02","1.0","Koordinasi Perencanaan Penggunaan dan Pemanfaatan Tanah Pasca Reklamasi","Tersusunnya Rencana Penggunaan dan Pemanfaatan Tanah Pasca Reklamasi","Jumlah Dokumen Rencana Penggunaan dan Pemanfaatan Tanah","Dokumen"
"2","10","11.0","","","PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN PERTANAHAN","","",""
"2","10","11.0","5.01","","Pengelolaan Tanah Kasultanan dan Tanah Kadipaten","","",""
"2","10","11.0","5.01","1.0","Penatausahaan Tanah Kasultanan dan Tanah Kadipaten","Terlaksananya Penatausahaan Tanah Kasultanan dan Tanah Kadipaten dalam rangka Pengembangan Kebudayaan, Kepentingan Sosial, dan Kesejahteraan Masyarakat","Jumlah Dokumen Penatausahaan Tanah Kasultanan dan Tanah Kadipaten dalam rangka Pengembangan Kebudayaan, Kepentingan Sosial, dan Kesejahteraan Masyarakat","Dokumen"
"2","10","11.0","5.01","2.0","Pemeliharaan Dokumen Pertanahan","Terlaksananya Pemeliharaan Dokumen Pertanahan","Jumlah Dokumen Pemeliharaan Dokumen Pertanahan","Dokumen"
"2","10","11.0","5.01","3.0","Peningkatan Kapasitas Lembaga Pertanahan Kasultanan dan Kadipaten","Terlaksananya Kegiatan Peningkatan Kapasitas Lembaga Pertanahan Kasultanan dan Kadipaten","Jumlah Dokumen Pelaksanaan Kegiatan Peningkatan Kapasitas Lembaga Pertanahan Kasultanan dan Kadipaten","Dokumen"
"2","10","11.0","5.01","4.0","Pengawasan Tanah Kasultanan, Tanah Kadipaten, dan Tanah Desa","Terlaksananya Kegiatan Pengawasan Tanah Kasultanan, Tanah Kadipaten, dan Tanah Desa","Jumlah Dokumen Pengawasan Tanah Kasultanan, Tanah Kadipaten, dan Tanah Desa","Dokumen"
"2","10","11.0","5.01","5.0","Perencanaan Program/Kegiatan Urusan Pertanahan","Tersusunnya Rencana Program/Kegiatan Urusan Pertanahan","Jumlah Dokumen Rencana Program/Kegiatan Urusan Pertanahan","Dokumen"
"2","10","11.0","5.01","6.0","Monitoring dan Evaluasi Pelaksanaan Program/Kegiatan Urusan Pertanahan","Terlaksananya Monitoring dan Evaluasi Pelaksanaan Program/Kegiatan Urusan Pertanahan","Jumlah Laporan Pelaksanaan Monitoring dan Evaluasi Pelaksanaan Program/Kegiatan Urusan Pertanahan","Laporan"
"2","10","11.0","5.01","7.0","Pengembangan dan Pemanfaatan Sistem Informasi Pertanahan","Terlaksananya Pengembangan dan Pemanfaatan Sistem Informasi Pertanahan","Jumlah Dokumen Kegiatan Pengembangan dan Pemanfataan Sistem Informasi Pertanahan","Dokumen"
"2","10","11.0","5.02","","Pemanfaatan Tanah Kasultanan dan Tanah Kadipaten","","",""
"2","10","11.0","5.02","1.0","Penyiapan Bahan Pertimbangan Teknis Izin Penggunaan Tanah Kasultanan dan Kadipaten","Tersedianya Bahan Pertimbangan Teknis Ijin Penggunaan Tanah Kasultanan dan Kadipaten","Jumlah Dokumen Pertimbangan Teknis Ijin Penggunaan Tanah Kasultanan dan Kadipaten","Dokumen"
"2","10","11.0","5.02","2.0","Penanganan Keberatan dan Sengketa Pertanahan Tanah Kasultanan, Tanah Kadipaten dan Tanah Desa","Tertanganinya Keberatan dan Sengketa Pertanahan Tanah Kasultanan, Tanah Kadipaten dan Tanah Desa","Jumlah Berita Acara Penyelesaian Penanganan Keberatan dan Sengketa Pertanahanan Tanah Kasultanan, Tanah Kadipaten dan Tanah Desa","Berita Acara"
"2","10","11.0","5.02","3.0","Penyusunan Dokumentasi Penanganan Permasalahan Hukum Pertanahan","Tersusunnya Dokumen Penanganan Permasalahan Hukum Pertanahan","Data Hasil Penanganan Permasalahan Hukum Pertanahan","Dokumen"
"2","10","11.0","5.03","","Sarana dan Prasarana Keistimewaan","","",""
"2","10","11.0","5.03","1.0","Pengadaan Sarana dan Prasarana Pendukung Pelaksanaan Kegiatan Keistimewaan Urusan Pertanahan","Tersedianya Sarana dan Prasarana Pendukung Pelaksanaan Kegiatan Urusan Keistimewaan (Pertanahan)","Jumlah Sarana dan Prasarana Pendukung Pelaksanaan Kegiatan Urusan Keistimewaan (Pertanahan)","Unit"
"2","10","12.0","","","PROGRAM PENGURUSAN HAK HAK ATAS TANAH","","",""
"2","10","12.0","7.01","","Fasilitasi, Inventarisasi dan Pengurusan Hak Atas Tanah Aset Pemerintah","","",""
"2","10","12.0","7.01","1.0","Inventarisasi Pengurusan Administrasi Aset Tanah Pemerintah","Terinventarisasinya Pengurusan Administrasi Aset Tanah Pemerintah","Jumlah Data Aset Tanah Pemerintah","Laporan"
"2","10","12.0","7.02","","Fasilitasi, Inventarisasi dan Pengurusan Hak Atas Tanah Milik Masyarakat Miskin","","",""
"2","10","12.0","7.02","1.0","Inventarisasi Administrasi Tanah Milik Masyarakat Miskin","Terinventarisasinya Tanah-Tanah Milik Masyarakat Miskin","Jumlah Data Tanah Milik Masyarakat Miskin","Laporan"
"2","10","13.0","","","PROGRAM SURVEI, PENGUKURAN DAN PEMETAAN","","",""
"2","10","13.0","7.01","","Survei, Pengukuran dan Pemetaan Tanah Instansi Pemerintah, Swasta, dan Masyarakat Gampong","","",""
"2","10","13.0","7.01","1.0","Survei dan Pengukuran Tanah Instansi Pemerintah dan Pembuatan Peta Lokasi Tanah Pemerintah/Pemda","Tersurveinya dan Terukurnya Tanah Instansi Pemerintah dan Pembuatan Peta Lokasi Tanah Pemerintah/Pemda","Jumlah Dokumen Pelaksanaan Survei dan Pengukuran Tanah Instansi Pemerintah dan Pembuatan Peta Lokasi Tanah Pemerintah/Pemda","Dokumen"
"2","10","13.0","7.01","2.0","Survei dan Pengukuran Tanah HGU/HGB dan Pembuatan Peta Lokasi HGU/HGB","Tersurveinya dan Terukurnya Tanah HGU/HGB dan Pembuatan Peta Lokasi HGU/HGB","Jumlah Dokumen Survei dan Pengukuran Tanah HGU/HGB dan Pembuatan Peta Lokasi HGU/HGB","Dokumen"
"2","10","13.0","7.01","3.0","Survei dan Pengukuran Tanah Hak Milik Masyarakat dan Pembuatan Peta Lokasi Tanah Hak Milik Masyarakat Gampong","Tersurveinya dan Terukurnya Tanah Hak Milik Masyarakat dan Pembuatan Peta Lokasi Tanah Hak Milik Masyarakat","Jumlah Dokumen Survei dan Pengukuran Tanah Hak Milik Masyarakat dan Pembuatan Peta Lokasi Tanah Hak Milik Masyarakat","Dokumen"
"2","10","14.0","","","PROGRAM PENGEMBANGAN DAN PEMBINAAN SDM DAN KELEMBAGAAN PERTANAHAN","","",""
"2","10","14.0","7.01","","Pembinaan dan Kerja Sama Kelembagaan Pertanahan Kabupaten","","",""
"2","10","14.0","7.01","1.0","Pembinaan Kerja Sama Pendidikan Pertanahan","Terlaksananya Kegiatan Pembinaan Kerja Sama Pendidikan Pertanahan","Jumlah Dokumen Pembinaan Kerja Sama Pendidikan Pertanahan","Dokumen"
"2","10","14.0","7.01","2.0","Penguatan Kapasitas Kelembagaan Pertanahan","Terlaksananya Kegiatan Penguatan Kapasitas Kelembagaan Pertanahan","Jumlah Dokumen Pelaksanaan Kegiatan Penguatan Kapasitas Kelembagaan Pertanahan","Dokumen"
"2","10","14.0","7.02","","Peningkatan Kapasitas dan Pembinaan SDM Pertanahan","","",""
"2","10","14.0","7.02","1.0","Pembinaan Pertanahan bagi Imeum Mukim/Keuchik","Terlaksananya Kegiatan Pembinaan Pertanahan bagi Imeum Mukim/Keuchik","Jumlah Imeum Mukim/Keuchik yang Mengikuti Kegiatan Pembinaan Pertanahan","Orang"
"2","10","15.0","","","PROGRAM PENGATURAN PERTANAHAN DI WILAYAH PESISIR, LAUT DAN PULAU","","",""
"2","10","15.0","7.01","","Koordinasi dan Sinkronisasi Penggunaan dan Pemanfaatan Tanah di Wilayah Pesisir, Laut dan Pulau Kecil, Sempadan Pantai, Wilayah Perbatasan dan Pulau Terpencil","","",""
"2","10","15.0","7.01","1.0","Identifikasi dan Inventarisasi Penggunaan dan Pemanfaatan Tanah Wilayah Pesisir","Terlaksananya Identifikasi dan Inventarisasi Penggunaan dan Pemanfaatan Tanah di Wilayah Pesisir","Jumlah Data Penggunaan dan Pemanfaatan Tanah yang Teridentifikasi dan Terinventarisasi di Wilayah Pesisir","Dokumen"
"2","10","15.0","7.01","2.0","Identifikasi, Inventarisasi, Pengelolaan Sempadan Pantai","Teridentifikasinya, Terinventarisasinya, Terkelolanya Sempadan Pantai","Jumlah Data Sempadan Pantai yang Teridentifikasi dan Terinventarisasi","Dokumen"
"2","10","15.0","7.01","3.0","Identifikasi, Inventarisasi, Pemanfaatan Tanah Wilayah Perbatasan","Teridentifikasinya, Terinventarisasinya, Termanfaatkannya Tanah Wilayah Perbatasan","Jumlah Data Wilayah Perbatasan yang Teridentifikasi dan Terinventarisasi","Dokumen"
"2","10","15.0","7.01","4.0","Identifikasi, Inventarisasi, Pemanfaatan Tanah pada Pulau Terpencil","Teridentifikasinya, Terinventarisasinya, Termanfaatkannya Tanah pada Pulau Terpencil","Jumlah Data Wilayah Pulau Terpencil yang Teridentifikasi dan Terinventarisasi","Dokumen"
"2","10","16.0","","","PROGRAM PENGELOLAAN SISTEM INFORMASI PERTANAHAN","","",""
"2","10","16.0","7.01","","Pengelolaan Sistem Informasi Manajemen Pertanahan (SIMTANAH)","","",""
"2","10","16.0","7.01","1.0","Peningkatan Kapasitas Pengelolaan Sistem Informasi Manajemen Pertanahan (SIMTANAH)","Terlaksananya Peningkatan Kapasitas Pengelolaan Sistem Informasi Manajemen Pertanahan (SIMTANAH)","Jumlah Dokumen Peningkatan Kapasitas Pengelolaan Sistem Informasi Manajemen Pertanahan (SIMTANAH)","Dokumen"
"2","10","16.0","7.01","2.0","Pemanfaatan Sistem Informasi Manajemen Pertanahan (SIMTANAH)","Terlaksananya Pemanfataan Sistem Informasi Manajemen Pertanahan (SIMTANAH)","Jumlah Dokumen Pemanfaatan Sistem Informasi Manajemen Pertanahan (SIMTANAH)","Dokumen"
"2","10","17.0","","","PROGRAM PENANGANAN KONFLIK, SENGKETA DAN PERKARA PERTANAHAN","","",""
"2","10","17.0","7.01","","Fasilitasi Penyelesaian Konflik-Konflik Pertanahan","","",""
"2","10","17.0","7.01","1.0","Inventarisasi dan Penyelesaian Sengketa, Konflik, dan Perkara Pertanahan dalam 1 (Satu) Daerah Kabupaten/Kota","Terinventarisasinya Sengketa, Konflik, dan Perkara Pertanahan dalam 1 (Satu) Daerah Kabupaten/Kota","Data Sengketa, Konflik dan Perkara dalam 1 (Satu) Daerah Kabupaten/Kota","Dokumen"
"2","10","17.0","7.01","2.0","Peningkatan Pelayanan Bantuan Hukum Perkara Pertanahan","Terlaksananya Peningkatan Pelayanan Bantuan Hukum Perkara Pertanahan","Jumlah Layanan Bantuan Hukum Perkara Pertanahan","Layanan"
"2","10","17.0","7.01","3.0","Penyelesaian sengketa Subyek Hak Potensi TORA dalam 1 (satu) Daerah Kabupaten/Kota","Terselesaikannya sengketa Subyek Hak Potensi TORA dalam 1 (satu) Daerah Kabupaten/Kota","Berita Acara Penyelesaian Sengketa Subyek Hak Potensi TORA dalam 1 (satu) Daerah Kabupaten/Kota","Berita Acara"
"2","10","17.0","7.01","4.0","Penyelesaian Sengketa dan Konflik Pertanahan dalam 1 (satu) daerah Kabupaten/Kota","Terlaksananya Penyelesaian Sengketa dan Konflik, Pertanahan dalam 1 (satu) daerah Kabupaten/Kota","Berita Acara Hasil Penyelesaian sengketa dan konflik pertanahan dalam 1 (satu) Daerah Kabupaten/Kota","Berita Acara"
"2","11","","","","URUSAN PEMERINTAHAN BIDANG LINGKUNGAN HIDUP","","",""
"2","11","2.0","","","PROGRAM PERENCANAAN LINGKUNGAN HIDUP","","",""
"2","11","2.0","2.01","","Rencana Perlindungan dan Pengelolaan Lingkungan Hidup (RPPLH) Kabupaten/Kota","","",""
"2","11","2.0","2.01","2.0","Pengendalian Pelaksanaan RPPLH Kabupaten/Kota","Tersedianya Dokumen Telaahan Kebijakan yang Telah Mengakomodir RPPLH Kabupaten/Kota","Jumlah Dokumen Telaahan Kebijakan yang Telah Mengakomodir RPPLH Kabupaten/Kota","Dokumen"
"2","11","2.0","2.01","3.0","Penetapan RPPLH Kabupaten/Kota","RPPLH kabupaten/kota yang ditetapkan","Dokumen RPPLH kabupaten/kota yang di tetapkan","Dokumen"
"2","11","2.0","2.01","4.0","Peninjauan kembali terhadap RPPLH kabupaten/kota","RPPLH kabupaten/kota yang dilakukan peninjauan kembali","Dokumen RPPLH kabupaten/kota yang dilakukan peninjauan kembali","Dokumen"
"2","11","2.0","2.01","5.0","Penyusunan dokumen rencana tematik berbasis arahan RPPLH","Tersedianya dokumen rencana tematik yang merupakan bagian arahan RPPLH","Jumlah dokumen RPPMA, RPPMU, RPPML, RPPEG,RPPKarst yang ditetapkan","Dokumen"
"2","11","2.0","2.01","6.0","Penyusunan RPPLH Kabupaten/Kota","RPPLH kabupaten/kota yang disusun","jumlah dokumen RPPLH di kabupaten/kota yang berisi arahan/muatan RPPLH kabupaten/kota dan mengakomodir arahan RPPLH Provinsi","Dokumen"
"2","11","2.0","2.01","7.0","Pemantauan dan Evaluasi RPPLH Kabupaten/Kota yang telah ditetapkan","Terlaksananya pemantauan dan evaluasi RPPLH Kabupaten/Kota","Dokumen RPPLH Kabupaten/Kota yang telah ditetapkan yang dilakukan pemantauan dan evaluasi","Dokumen"
"2","11","2.0","2.02","","Penyelenggaraan Kajian Lingkungan Hidup Strategis (KLHS) Kabupaten/Kota","","",""
"2","11","2.0","2.02","2.0","Pembuatan dan Pelaksanaan KLHS RPJPD/RPJMD","Tersusunnya KLHS RPJPD/RPJMD Kabupaten/Kota","Jumlah Dokumen KLHS RPJPD/RPJMD Kabupaten/Kota yang Disusun","Dokumen"
"2","11","2.0","2.02","4.0","Pemantauan dan Evaluasi KLHS","Terlaksananya pemantauan dan evaluasi KLHS","Jumlah KLHS yang dipantau dan dievaluasi","Dokumen"
"2","11","2.0","2.02","5.0","Penyelenggaraan KLHS Rencana Tata Ruang","Tersusunnya KLHS Rencana Tata Ruang Kabupaten/Kota","Jumlah Dokumen KLHS Rencana Tata Ruang Kabupaten/Kota yang Disusun","Dokumen"
"2","11","2.0","2.02","6.0","Penyelenggaraan KLHS untuk KRP yang Berpotensi Menimbulkan Dampak/Resiko Lingkungan Hidup","Tersusunnya KLHS untuk KRP Lainnya yang Berpotensi Menimbulkan Dampak/Resiko Lingkungan Hidup","Jumlah Dokumen KLHS KRP lainnya yang berpotensi menimbulkan dampak/resiko lingkungan hidup yang disusun","Dokumen"
"2","11","2.0","3.02","","Penyusunan Instrumen ekonomi lingkungan hidup","","",""
"2","11","2.0","3.02","1.0","Analisis biaya jasa lingkungan dari eksploitasi sumber daya alam","Terlaksananya analisis biaya jasa lingkungan dari eksploitasi sumber daya alam","Jumlah dokumen analisis biaya jasa lingkungan dari eksploitasi sumber daya alam yang dilaksanakan","Dokumen"
"2","11","2.0","4.02","","Penyusunan Instrumen ekonomi lingkungan hidup","","",""
"2","11","2.0","4.02","1.0","Analisis biaya jasa lingkungan dari eksploitasi sumber daya alam","Terlaksananya analisis biaya jasa lingkungan dari eksploitasi sumber daya alam","Jumlah dokumen analisis biaya jasa lingkungan dari eksploitasi sumber daya alam yang dilaksanakan","Dokumen"
"2","11","3.0","","","PROGRAM PENGENDALIAN PENCEMARAN DAN/ATAU KERUSAKAN LINGKUNGAN HIDUP","","",""
"2","11","3.0","2.01","","Pencegahan Pencemaran dan/atau Kerusakan Lingkungan Hidup Kabupaten/Kota","","",""
"2","11","3.0","2.01","1.0","Koordinasi, Sinkronisasi, dan Pelaksanaan Pencegahan Pencemaran Lingkungan Hidup Dilaksanakan Terhadap Media Tanah, Air, Udara, dan Laut","Tersusunnya Dokumen Uji Kualitas Lingkungan Hidup Dilaksanakan Terhadap Media Tanah, Air, Udara, dan Laut","Jumlah Dokumen Uji Kualitas Lingkungan Hidup Dilaksanakan Terhadap Media Tanah, Air, Udara, dan Laut","Dokumen"
"2","11","3.0","2.01","2.0","Koordinasi, Sinkronisasi dan Pelaksanaan Pengendalian Emisi Gas Rumah Kaca, Mitigasi dan Adaptasi Perubahan Iklim","Terlaksananya Koordinasi, Sinkronisasi dan Pelaksanaan Pengendalian Emisi Gas Rumah Kaca, Mitigasi dan Adaptasi Perubahan Iklim","Jumlah Dokumen Hasil Koordinasi dan Sinkronisasi Inventarisasi Gas Rumah Kaca dari Sektor Lingkungan Hidup yang Dilaksanakan","Dokumen"
"2","11","3.0","2.01","4.0","Koordinasi dan Sinkronisasi Pencegahan Pencemaran Lingkungan Hidup terhadap Media Tanah, Air, Udara, dan Laut","Kegiatan koordinasi dan sinkronisasi pencegahan pencemaran Lingkungan Hidup terhadap Media Tanah, Air, Udara, dan Laut yang dilaksanakan","Jumlah kegiatan koordinasi dan sinkronisasi pencegahan pencemaran Lingkungan Hidup terhadap Media Tanah, Air, Udara, dan Laut yang dilaksanakan","Kegiatan"
"2","11","3.0","2.01","5.0","Pelaksanaan inventarisasi GRK dan penyusunan profil emisi GRK","Tersedianya dokumen hasil inventarisas GRK dan penyusunan profil emisi GRK","Jumlah dokumen data inventarisasi GRK dan profil emisi GRK","Dokumen"
"2","11","3.0","2.01","6.0","Pelaksanaan Pencegahan Pencemaran Lingkungan Hidup terhadap Media Tanah, Air, Udara dan Laut","Laporan pelaksanaan Pencegahan Pencemaran Lingkungan Hidup terhadap Media Tanah, Air, Udara dan Laut yang disusun","Jumlah laporan pelaksanaan pencegahan pencemaran Lingkungan Hidup terhadap Media Tanah, Air, Udara, dan Laut yang disusun","Laporan"
"2","11","3.0","2.01","7.0","Pelaksanaan pemantauan kualitas Lingkungan Hidup terhadap Media Tanah, Air, Udara, dan Laut","Data dan informasi Kualitas Lingkungan Hidup terhadap Media Tanah, Air, Udara, dan Laut yang dipantau","Data dan informasi indeks kualitas lingkungan hidup (Iindeks Kualitas Air, Indeks Kualitas Udara, Indeks Kualitas Lahan, Indeks Kualitas Ekosistem Gambut dan Indeks Kualitas Air Laut)","Lokasi"
"2","11","3.0","2.01","8.0","Pelaksanaan sosialisasi, pembinaan, monitoring, evaluasi dan pelaporan","Terlaksananya kegiatan sosialisasi, pembinaan, monitoring, evaluasi dan pelaporan","Meningkatnya jumlah kegiatan sosialisasi, pembinaan, monitoring, evaluasi dan pelaporan pelaksanaan upaya inventarisasi GRK, mitigasi dan adaptasi perubahan iklim","Laporan"
"2","11","3.0","2.01","9.0","Pengoperasian dan pemeliharaan alat pemantau kualitas lingkungan di kabupaten/kota","Beroperasi dan berfungsinya alat pemantau kualitas lingkungan di kabupaten/kota dalam rangka pencegahan dan sebagai peringatan dini pencemaran lingkungan","Jumlah peralatan pemantau kualitas lingkungan di kabupaten/kota yang dilakukan pemeliharaan","Unit"
"2","11","3.0","2.01","10.0","Pelaksanaan upaya mitigasi perubahan iklim tingkat kabupaten/kota","Terlaksananya upaya mitigasi perubahan iklim di Tingkat kabupaten/kota","Jumlah pelaksanaan mitigasi perubahan iklim","Laporan"
"2","11","3.0","2.01","11.0","Penyusunan dokumen status lingkungan hidup daerah","Dokumen status lingkungan hidup daerah yang disusun","Jumlah dokumen status lingkungan hidup daerah yang disusun","Dokumen"
"2","11","3.0","2.01","12.0","Pengambilan contoh uji dan pengujian parameter kualitas lingkungan","Pengambilan contoh uji dan pengujian parameter kualitas lingkungan yang dilaksanakan","Jumlah pengambilan contoh uji dan pengujian parameter kualitas lingkungan yang dilaksanakan","Paket"
